id,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021,y_2022,y_2023
385,2.03,2.04,1.9,1.87,1.85,1.93,1.72,1.84,1.89
386,0.44,0.37,0.27,0.17,0.12,,0.12,0.1,0.11
387,1.02,1.07,1.1,1.18,1.16,1.26,0.97,0.98,0.83
388,0.29,0.39,0.33,0.47,0.34,0.31,0.21,0.26,0.21
389,2.72,3.1,3.3,2.69,1.84,2.03,2.1,2.73,2.6
390,0.19,0.21,0.26,0.25,0.21,0.13,0.24,0.33,0.28
391,0.25,0.27,0.37,0.42,0.37,0.35,0.38,0.43,0.38
392,1.43,1.5,1.62,1.73,1.53,1.51,1.35,1.2,1.08
393,0.85,0.73,0.57,0.55,0.86,0.97,0.73,1.01,0.77
394,0.71,0.67,0.63,0.69,0.6,0.63,0.58,0.7,0.65
395,0.33,0.41,0.4,0.54,0.39,0.27,0.29,0.45,0.36
396,0.55,0.55,0.53,0.6,0.57,0.49,0.34,0.47,0.55
397,0.18,0.18,0.23,0.25,0.16,0.23,0.34,0.33,0.31
398,0.08,0.1,0.16,0.15,0.12,0.2,0.17,0.17,0.16
399,0.5,0.46,0.44,0.49,0.4,0.34,0.42,0.47,0.46
400,1.08,1.13,1.08,1.07,0.76,0.6,0.74,0.84,0.81
401,0.65,0.56,0.64,0.75,0.66,0.71,0.73,0.71,0.71
402,0.45,0.44,0.45,0.43,0.38,0.47,0.25,0.3,0.25
403,0.64,0.69,0.76,0.87,0.74,0.71,0.59,0.59,0.51
404,0.58,0.58,0.58,0.77,0.63,0.59,0.71,0.71,0.63
405,1.26,1.17,1.29,1.42,1.27,1.22,1.51,1.54,1.44
406,0.34,0.31,0.36,0.39,0.24,0.22,0.29,0.34,0.38
407,0.59,0.51,0.54,0.48,0.46,0.48,0.34,0.45,0.59
408,0.63,0.61,0.62,0.63,0.53,0.57,0.52,0.6,0.57
409,0.54,0.47,0.56,0.63,0.52,0.38,0.53,0.61,0.48
410,0.11,0.12,0.21,,0.18,0.18,0.14,0.17,0.12
411,0.47,0.64,0.76,0.81,0.56,0.48,0.76,0.88,0.8
412,0.14,0.1,0.09,0.12,0.12,0.11,0.15,0.19,0.33
413,1.62,1.4,1.45,1.52,1.22,1.13,1.07,1.33,1.26
416,0.32,0.22,0.27,0.25,0.38,0.36,0.3,0.32,0.26
417,0.74,0.67,0.51,0.45,0.46,0.41,0.52,0.5,0.47
418,0.91,0.9,0.89,0.81,0.7,0.69,0.62,0.8,0.67
419,0.81,0.85,0.8,0.75,0.59,0.52,0.57,0.44,0.46
420,0.52,0.45,0.45,0.37,0.35,0.34,0.33,0.4,0.35
421,0.36,0.35,0.38,0.39,0.27,0.29,0.42,0.49,0.48
422,0.61,0.75,0.82,0.84,0.94,0.99,0.98,1.2,1.35
423,0.58,0.59,0.69,0.76,0.56,0.64,0.78,0.97,0.97
424,0.11,0.16,0.22,0.24,0.12,0.15,0.17,0.18,0.16
425,0.43,0.44,0.41,0.39,0.22,0.27,0.24,0.2,0.22
426,0.66,0.61,0.73,0.78,0.51,0.45,0.51,0.43,0.49
428,0.45,0.48,0.49,0.39,0.34,0.4,0.11,0.37,0.4
430,0.81,0.73,1.11,1.12,1.17,1.23,1.17,1.31,1.23
431,0.64,0.52,0.62,0.56,0.47,0.48,0.43,0.5,0.42
432,0.78,0.79,0.88,0.73,0.83,0.7,0.64,0.77,0.81
433,0.36,0.33,0.3,0.28,0.21,0.21,0.17,0.2,0.2
434,0.41,0.34,0.29,0.37,0.47,0.37,0.29,0.34,0.33
435,0.13,0.12,0.1,0.11,0.11,,0.05,0.08,0.09
436,0.56,0.53,0.51,0.48,0.46,0.38,0.35,0.47,0.55
437,0.48,0.36,0.33,0.51,0.7,0.66,0.69,0.87,0.83
438,0.45,0.55,0.47,0.52,0.75,0.87,0.88,0.89,0.85
442,0.9,0.92,0.86,0.81,1.06,0.91,0.65,0.69,0.7
443,0.36,0.43,0.51,0.51,0.42,0.49,0.43,0.48,0.4
444,0.69,0.8,1.04,0.95,0.92,0.8,0.63,1.06,0.91
445,0.95,0.87,0.71,0.66,0.49,0.43,0.52,0.55,0.64
446,0.5,0.47,0.41,0.35,0.33,0.3,0.35,0.45,0.55
447,0.52,0.63,0.69,0.68,0.75,0.78,1.08,0.96,1.24
448,0.68,0.58,0.77,0.85,0.69,0.75,0.94,1.11,0.89
449,0.22,0.22,0.33,0.31,0.23,0.28,0.21,0.24,0.22
450,0.74,0.95,0.89,0.89,0.65,0.63,0.84,0.89,0.89
451,1.29,1.29,1.12,1.5,1.11,1.24,1.86,2.2,2.29
452,0.31,0.3,0.27,0.22,0.22,0.21,0.25,0.31,0.31
453,0.43,0.43,0.38,0.53,0.57,0.46,0.5,0.61,0.56
454,0.53,0.56,0.51,0.51,0.27,0.28,0.23,0.28,0.28
455,0.66,0.57,0.48,0.38,0.38,0.4,0.43,0.46,0.4
456,,,,,,,0.05,0.06,
457,0.44,0.36,0.42,0.43,0.34,0.34,0.36,0.35,0.38
458,0.35,0.43,0.57,0.58,0.42,0.43,0.41,0.36,0.55
459,1.15,1.04,0.98,0.94,0.89,1.07,0.84,1.09,0.98
460,1.09,1.31,1.24,1.18,1.16,1.13,1.03,0.99,0.96
462,0.5,0.61,0.52,0.44,0.49,0.55,0.57,0.78,1.09
463,0.48,0.57,0.64,0.67,0.53,0.58,0.52,0.84,0.77
464,1,1.14,1.11,1.26,1.07,1.02,0.9,1.1,1.08
465,0.4,0.4,0.46,0.51,0.5,0.46,0.44,0.3,0.35
466,0.77,0.73,0.75,0.77,0.75,0.85,0.81,1,0.97
467,0.77,0.82,0.92,0.97,0.65,0.81,0.74,0.8,0.72
468,0.05,,0.05,,,,,,
469,0.65,0.54,0.59,0.6,0.4,0.41,0.35,0.42,0.43
470,0.36,0.35,0.42,0.48,0.4,0.44,0.38,0.41,0.37
471,0.78,0.72,0.78,0.72,0.58,0.58,0.65,0.72,0.65
472,0.21,0.21,0.28,0.22,,0.22,0.33,0.29,0.26
473,0.47,0.51,0.5,0.37,0.26,0.36,0.32,0.39,0.39
474,0.51,0.46,0.43,0.4,0.41,0.45,0.38,0.49,0.46
475,0.4,0.46,0.53,0.59,0.49,0.5,0.52,0.62,0.69
476,0.55,0.74,0.59,0.69,0.79,0.7,0.73,0.95,0.87
