id,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021,y_2022,y_2023
136,11,15,19,12,18,23,12,21,66,47
137,49,44,39,61,76,48,65,137,223,141
138,23,29,28,44,46,76,60,67,81,67
139,18,29,35,25,24,32,41,61,109,68
140,38,57,57,75,82,46,54,141,169,120
141,14,34,34,34,22,34,52,65,66,43
142,40,33,39,42,77,78,72,141,173,171
143,2,6,6,7,6,4,7,10,25,13
144,65,72,70,91,96,66,72,142,189,172
145,42,60,46,68,68,55,62,135,165,82
146,30,37,47,52,39,30,40,72,93,68
147,31,44,36,44,51,49,63,117,152,142
148,13,9,11,12,21,27,16,8,25,22
149,8,8,11,11,11,7,4,7,15,19
150,33,44,46,46,61,79,69,74,149,144
151,31,41,26,22,38,36,45,25,118,114
152,16,13,11,14,17,15,35,31,44,35
153,34,49,28,42,38,28,47,103,164,112
154,41,35,33,32,42,55,62,68,132,87
155,31,32,25,41,54,52,63,133,174,171
156,34,78,67,72,81,101,111,160,275,239
157,70,68,60,76,69,38,55,71,75,63
158,59,102,94,111,97,113,116,220,265,231
159,22,23,51,37,48,39,47,86,97,56
160,94,112,84,100,116,123,104,202,207,157
161,39,35,26,33,32,45,70,85,177,117
162,25,33,23,42,35,37,36,115,113,94
163,17,17,26,26,7,13,25,34,46,27
164,84,81,81,119,103,79,103,333,355,277
165,49,65,47,70,60,51,81,129,163,140
166,18,27,11,24,25,32,36,85,78,73
167,21,17,10,6,13,18,17,27,29,35
168,27,29,36,46,44,48,53,105,78,67
169,21,18,19,28,30,40,36,22,102,97
170,13,15,17,10,15,20,21,8,43,43
171,6,2,4,8,6,9,12,6,28,24
172,16,20,20,27,29,27,44,30,132,119
173,21,44,34,49,41,51,54,74,88,63
174,22,22,16,13,28,35,39,36,89,71
175,10,10,8,6,9,6,5,5,20,17
176,25,21,21,18,22,23,27,20,77,59
177,6,11,6,4,9,14,14,10,31,23
178,7,10,7,17,17,27,27,45,145,129
179,11,8,12,5,5,12,9,9,25,21
180,23,30,48,42,30,38,32,84,99,69
181,10,17,10,15,16,18,24,12,47,38
182,18,36,31,33,32,22,21,40,46,34
183,15,16,12,12,18,44,52,56,49,63
184,5,2,2,1,6,2,3,10,17,11
185,71,63,55,63,67,67,75,168,246,193
186,53,75,57,56,50,52,65,101,157,101
187,7,10,2,10,11,12,18,14,40,25
188,14,15,16,12,14,24,28,15,58,58
189,12,10,5,17,16,14,16,6,40,36
190,20,24,33,32,43,77,84,62,82,61
191,28,35,24,41,41,36,57,55,115,98
192,13,21,30,33,42,43,60,89,153,124
193,11,13,11,13,19,2,6,18,50,27
194,14,31,28,24,35,37,24,17,49,40
195,35,35,32,33,32,42,56,127,187,164
196,39,66,43,60,64,56,63,133,170,111
197,28,35,47,54,71,64,66,134,123,135
198,29,29,14,26,19,24,22,31,46,41
199,81,113,112,157,136,172,169,197,317,253
200,15,18,18,30,21,26,24,69,82,73
201,6,14,12,14,19,16,30,20,57,50
202,69,77,50,85,82,63,69,150,224,185
203,25,24,25,24,37,35,39,37,101,62
204,8,5,6,9,10,10,12,15,61,48
205,2,3,5,4,3,7,6,3,9,5
206,8,10,9,9,13,16,17,9,23,26
207,11,9,3,14,19,31,32,54,111,93
208,8,3,2,4,3,6,11,6,33,19
209,38,56,58,70,80,90,94,121,207,148
210,9,2,3,11,16,14,16,23,57,44
211,31,34,41,42,37,51,67,89,124,93
212,26,39,36,45,42,34,61,128,189,183
213,12,9,7,9,7,6,7,10,26,18
215,2,1,3,1,,2,3,4,6,8
216,2,5,1,3,4,6,7,3,21,16
217,7,9,3,7,5,13,4,5,10,7
218,19,18,26,20,23,30,39,37,64,46
219,21,19,11,16,10,19,17,56,103,97
220,42,37,39,63,32,41,56,39,94,84
221,26,23,15,33,27,48,65,65,121,84
222,5,4,6,7,3,5,3,4,16,17
223,37,41,35,64,53,61,64,79,96,70
224,28,24,30,33,17,30,26,25,81,70
225,21,13,14,28,12,66,70,38,60,36
226,9,8,5,7,6,,,10,15,21
227,31,41,42,44,50,52,59,102,164,136
228,5,10,15,8,8,8,9,20,58,43
229,34,69,62,121,116,131,164,229,402,318
230,26,20,26,33,37,43,67,74,112,107
231,14,10,14,20,22,33,39,53,129,92
232,36,34,35,51,62,43,63,127,186,122
233,7,16,13,14,19,21,22,30,101,75
234,62,70,55,95,109,108,103,253,281,256
235,10,11,8,11,9,6,9,13,37,22
236,3,2,3,4,4,3,2,2,13,10
237,69,78,67,74,78,70,71,136,205,174
238,66,85,63,71,81,81,86,110,172,137
240,15,16,17,13,7,17,26,27,41,25
241,6,11,7,7,6,5,8,1,14,9
242,25,35,34,26,28,34,46,57,104,91
243,,2,2,3,,,11,33,108,80
244,24,31,28,25,34,24,46,57,94,80
245,32,39,32,35,30,45,54,56,98,82
246,35,29,21,30,24,26,41,57,76,83
247,26,28,26,42,40,18,29,103,53,90
248,25,38,18,43,44,64,70,83,102,89
249,36,36,34,54,63,98,99,162,101,130
250,14,19,21,20,24,21,21,15,21,23
251,16,9,12,22,31,33,43,49,77,64
252,5,3,5,11,7,15,15,21,24,24
253,18,14,11,10,14,21,24,15,55,35
254,1,2,3,7,9,9,7,24,35,43
255,17,13,7,16,15,35,21,25,83,81
256,7,5,10,12,21,28,29,45,178,152
257,37,39,31,42,45,42,62,67,227,153
258,63,64,67,73,93,112,103,148,159,114
259,39,44,34,57,56,53,59,123,126,93
260,56,91,79,68,91,94,97,131,223,178
261,31,27,33,27,26,28,34,48,93,60
262,21,24,13,13,18,19,10,16,40,40
263,18,17,10,11,17,9,15,15,38,27
264,11,15,13,28,25,21,23,63,104,51
265,28,17,14,21,20,18,21,21,32,23
266,20,34,24,27,49,56,52,76,147,88
267,40,35,46,35,45,70,67,76,203,161
268,32,48,42,46,41,33,41,72,100,71
269,22,23,14,30,31,20,19,29,56,44
270,41,35,19,20,27,37,48,75,131,122
271,24,28,26,30,37,40,37,71,66,50
272,18,25,16,25,16,21,38,28,85,77
273,19,22,10,17,27,34,37,55,103,88
274,11,10,8,14,15,15,16,26,52,39
275,26,18,26,20,23,24,19,39,97,73
276,23,22,24,20,26,32,32,59,77,66
277,18,19,11,15,30,24,31,54,97,72
278,17,14,14,10,16,25,26,71,87,90
279,11,9,4,4,6,10,12,28,55,35
280,60,58,80,76,91,78,93,188,219,185
281,19,19,19,31,22,24,32,47,88,59
282,20,35,30,31,42,46,56,106,115,91
283,44,50,49,73,87,59,69,109,149,137
284,3,7,9,8,15,29,22,14,58,42
285,,,,,,,,,,
286,6,11,13,11,18,16,25,22,25,25
287,35,33,28,34,40,29,38,49,110,97
288,5,9,2,2,11,13,16,17,62,54
289,36,49,47,41,59,59,70,108,256,211
290,25,34,54,30,27,50,62,44,59,45
291,55,46,53,86,90,104,112,205,240,189
292,24,32,36,49,70,22,28,99,130,101
293,22,29,19,32,36,33,35,56,71,60
294,36,54,41,30,39,62,87,115,101,85
295,28,36,22,31,48,36,38,79,124,95
296,6,5,13,26,13,16,28,38,104,69
297,3,,1,,1,,2,0,3,1
298,8,16,17,13,21,25,44,69,82,72
299,45,36,36,42,65,79,86,116,163,167
300,3,19,9,12,10,7,18,21,15,14
301,19,36,28,29,30,35,36,67,111,99
302,33,24,29,34,37,41,41,82,125,89
303,16,13,11,33,36,36,41,46,85,85
304,33,37,32,31,37,36,51,119,128,100
305,17,14,9,9,18,16,23,57,85,82
306,39,49,51,65,72,76,92,181,175,163
307,37,43,49,54,70,80,78,143,249,156
308,16,14,19,16,22,12,11,10,27,33
309,10,21,16,19,17,22,18,13,42,38
310,13,28,28,34,37,35,22,22,70,61
311,22,24,13,24,27,28,37,58,73,65
312,46,70,49,76,79,56,75,182,136,149
313,15,27,22,17,36,28,31,66,98,93
314,61,53,53,76,82,76,80,189,246,203
315,1,1,1,,,1,3,3,4,8
316,65,94,82,115,119,71,77,176,301,264
317,15,24,27,15,22,7,9,69,65,61
318,11,7,7,8,6,6,5,9,17,14
319,51,42,51,45,59,48,75,113,191,133
320,7,6,5,2,7,28,57,3,13,10
321,32,32,38,38,44,32,40,71,126,81
322,19,17,17,18,24,17,21,56,70,49
323,51,80,73,81,79,67,70,124,199,144
324,15,18,7,14,18,12,9,23,62,53
325,26,39,21,64,56,69,70,88,124,124
326,34,45,29,25,23,10,14,19,58,53
327,43,50,51,73,82,54,58,142,117,133
328,14,24,20,23,21,32,18,44,78,58
329,28,44,29,31,43,64,75,87,111,71
330,30,53,49,63,60,56,69,73,167,117
331,12,13,21,17,49,27,24,68,97,89
332,21,31,13,31,42,40,34,57,116,77
333,60,74,56,75,79,80,85,179,230,188
334,10,3,,4,4,5,13,9,21,28
335,29,24,28,26,23,29,35,29,69,53
336,48,41,33,41,73,95,75,163,220,162
337,13,19,13,21,14,11,16,26,44,45
338,25,20,32,37,17,18,13,20,23,14
339,1,2,,1,2,,,1,5,4
343,6,9,8,15,12,25,12,11,28,21
344,16,18,19,35,26,28,24,41,45,45
345,12,22,17,23,22,36,37,45,57,57
346,70,66,74,94,92,90,80,154,189,147
347,7,13,10,9,20,8,10,19,18,23
348,37,56,42,33,35,30,54,77,143,132
349,28,19,23,30,12,1,5,6,42,40
350,9,9,7,5,7,12,9,7,31,18
351,12,13,15,15,12,17,9,21,50,37
352,21,30,28,23,28,57,41,33,86,78
353,19,29,14,24,13,11,15,21,47,34
354,16,16,17,19,20,9,18,29,45,43
355,24,14,14,19,15,34,29,28,118,106
356,30,30,25,37,29,31,32,20,111,81
357,17,24,16,21,25,24,22,16,40,29
358,20,21,14,12,14,12,17,13,51,37
359,6,12,12,9,7,33,30,7,25,19
360,57,75,72,73,73,86,99,116,245,241
361,31,34,28,41,39,37,25,83,62,55
362,84,99,102,101,110,77,129,179,251,184
363,75,94,101,124,115,120,131,189,175,153
364,10,7,6,6,7,11,13,4,21,12
365,18,14,9,12,15,16,12,27,46,47
366,15,8,13,12,13,11,12,21,24,27
367,23,13,17,20,17,22,24,11,53,27
368,65,61,51,56,61,46,46,96,166,110
369,39,55,73,80,89,81,85,47,47,41
370,146,140,123,185,152,153,157,286,362,293
371,176,180,138,220,261,193,192,549,655,602
372,97,88,73,103,109,102,131,183,314,226
373,4,4,5,6,1,9,33,4,12,16
374,54,77,60,79,83,94,113,168,184,150
375,3,6,3,2,4,4,9,1,13,9
376,35,55,54,40,56,43,70,106,168,133
377,56,60,46,63,71,77,101,124,200,171
378,19,9,12,7,17,7,13,10,38,30
379,15,14,17,15,10,11,22,13,47,42
380,19,38,29,36,43,52,29,13,56,49
381,27,27,36,28,30,27,30,38,72,36
382,44,52,42,63,64,50,81,111,117,84
383,71,96,88,132,121,138,139,248,336,276
385,126,206,161,214,219,180,204,403,420,334
386,41,29,27,21,23,28,19,29,24,24
387,52,67,75,98,103,105,96,168,204,200
388,24,22,23,28,28,27,30,25,33,23
389,126,162,186,195,177,133,123,191,361,296
390,14,12,12,11,10,18,22,20,40,29
391,2,10,7,15,9,11,17,6,29,14
392,35,27,23,28,29,41,40,22,78,63
393,56,40,40,37,36,57,74,59,106,81
394,35,34,30,30,27,27,18,44,80,53
395,16,17,19,16,15,12,10,20,73,68
396,29,30,30,43,46,48,40,35,78,55
397,10,5,8,14,12,14,13,23,56,45
398,3,1,5,8,4,3,5,5,17,12
399,10,18,10,16,17,19,29,12,43,36
400,5,8,13,13,22,15,16,8,39,29
401,18,17,20,24,19,28,27,18,85,55
402,9,15,19,12,10,13,16,12,46,37
403,11,8,13,12,18,12,23,22,61,27
404,34,32,27,31,34,36,34,67,94,68
405,45,54,42,54,43,42,44,28,142,114
406,11,13,12,24,6,10,10,25,46,34
407,27,26,19,21,16,17,23,17,51,52
408,17,13,19,15,19,19,29,24,45,35
409,5,11,4,13,11,4,17,6,31,28
410,4,3,7,8,10,10,5,4,14,6
411,6,16,16,30,22,29,21,23,68,43
412,4,3,1,5,1,4,5,1,11,23
413,22,20,15,17,22,31,45,12,84,63
416,12,23,8,11,14,16,18,15,47,36
417,29,33,24,18,16,9,14,27,60,48
418,33,21,14,17,30,29,32,27,76,64
419,17,16,13,20,17,15,16,11,34,31
420,11,12,9,13,16,20,20,4,24,27
421,9,10,10,10,15,8,5,4,34,29
422,41,37,38,42,57,77,94,130,198,140
423,23,18,15,19,24,12,28,14,72,52
424,2,4,4,7,3,3,3,7,24,12
425,7,8,7,5,8,8,13,4,32,23
426,26,15,18,18,20,17,26,28,59,56
428,28,20,12,33,32,34,32,24,85,45
430,47,41,39,63,62,71,110,145,242,187
431,23,35,29,33,42,40,34,54,83,66
432,37,25,33,37,20,19,27,33,65,54
433,12,7,7,4,3,2,2,4,10,4
434,9,11,10,10,14,11,11,13,41,26
435,3,1,1,5,8,5,6,8,11,7
436,17,11,20,22,35,36,22,38,67,58
437,30,21,26,27,47,49,46,74,103,91
438,10,11,10,14,25,29,41,23,70,42
442,40,40,42,52,60,70,71,110,132,95
443,16,10,11,14,15,10,7,14,46,32
444,38,50,34,42,36,34,32,78,130,85
445,23,26,14,16,21,24,18,17,52,40
446,12,18,8,12,17,20,28,26,44,34
447,21,23,14,19,25,26,36,43,110,86
448,34,27,18,39,42,33,34,32,96,68
449,2,1,4,6,9,8,7,2,18,19
450,25,28,10,12,22,12,11,15,57,51
451,20,21,17,24,24,28,24,26,109,111
452,7,6,5,12,8,10,9,23,43,44
453,34,30,28,31,19,32,32,65,94,77
454,14,13,15,16,17,12,13,11,36,32
455,10,9,13,15,17,18,17,7,49,38
456,2,1,,2,2,2,2,1,6,4
457,9,11,8,7,9,11,3,5,9,14
458,5,10,9,12,14,15,20,6,31,14
459,31,30,30,41,19,17,16,29,99,73
460,35,35,45,31,31,29,42,64,114,80
462,23,32,38,29,30,29,39,41,66,88
463,21,21,29,41,36,30,39,31,98,77
464,19,18,18,26,20,29,30,16,75,51
465,6,10,5,7,7,13,11,16,34,19
466,31,30,21,38,46,47,52,41,103,76
467,15,14,14,25,21,21,30,11,68,41
468,2,1,2,2,2,,1,0,0,0
469,12,9,8,3,7,10,8,6,18,15
470,10,7,17,19,16,10,8,6,26,13
471,22,28,22,24,19,34,27,12,90,68
472,5,2,6,10,11,9,14,7,24,20
473,20,19,26,28,22,18,24,18,39,29
474,17,16,14,11,19,23,39,16,54,48
475,8,12,7,7,9,14,12,7,34,31
476,48,41,36,58,79,78,92,137,214,155
